create_time,open,high,low,close,volume,code,spider_time,time_key
2020-04-20 13:47:00,0.00479,0.00479,0.00479,0.00479,92120.58,OKEX.EC-USDT-SPOT,2020-04-20 17:01:59,1587390420
2020-04-20 13:47:00,0.00000339,0.00000339,0.00000339,0.00000339,0,OKEX.VSYS-BTC-SPOT,2020-04-20 17:01:59,1587390420
2020-04-20 13:47:00,0.00065,0.00065,0.00065,0.00065,0,OKEX.PLG-USDK-SPOT,2020-04-20 17:01:57,1587390420
2020-04-20 13:47:00,0.00043,0.00043,0.00043,0.00043,0,OKEX.PLG-USDT-SPOT,2020-04-20 17:01:57,1587390420
2020-04-20 13:47:00,0.0241,0.0241,0.0241,0.0241,0,OKEX.VSYS-USDK-SPOT,2020-04-20 17:01:58,1587390420
2020-04-20 13:47:00,0.1055,0.1055,0.1055,0.1055,0,OKEX.FSN-USDT-SPOT,2020-04-20 17:01:57,1587390420
2020-04-20 13:47:00,0.1715,0.1715,0.1715,0.1715,0,OKEX.OXT-USDT-SPOT,2020-04-20 17:02:02,1587390420
2020-04-20 13:47:00,0.00002334,0.00002337,0.00002332,0.00002335,4279,OKEX.BAT-BTC-SPOT,2020-04-20 17:02:03,1587390420
2020-04-20 13:47:00,1.1195,1.1195,1.1195,1.1195,0,OKEX.LEO-USDK-SPOT,2020-04-20 17:01:57,1587390420
2020-04-20 13:48:00,0.00992,0.00992,0.00992,0.00992,0,OKEX.WXT-USDT-SPOT,2020-04-20 17:01:57,1587390480
2020-04-20 13:48:00,0.0031,0.0031,0.0031,0.0031,706005,OKEX.FTM-USDT-SPOT,2020-04-20 17:01:59,1587390480
2020-04-20 13:48:00,1.1195,1.1195,1.1195,1.1195,0,OKEX.LEO-USDK-SPOT,2020-04-20 17:01:57,1587390480
2020-04-20 13:48:00,189.72,189.72,189.72,189.72,0,OKEX.BSV-USDC-SPOT,2020-04-20 17:02:01,1587390480
2020-04-20 13:48:00,0.001999,0.001999,0.001999,0.001999,108226,OKEX.DOGE-USDT-SPOT,2020-04-20 17:01:59,1587390480
2020-04-20 13:48:00,0.00043,0.00043,0.00043,0.00043,0,OKEX.PLG-USDT-SPOT,2020-04-20 17:01:57,1587390480
2020-04-20 13:48:00,0.0507,0.0507,0.0507,0.0507,0,OKEX.CRO-USDK-SPOT,2020-04-20 17:01:57,1587390480
2020-04-20 13:48:00,0.1059,0.1059,0.1059,0.1059,0,OKEX.FSN-USDK-SPOT,2020-04-20 17:01:57,1587390480
2020-04-20 13:49:00,0.00994,0.00994,0.00994,0.00994,0,OKEX.WXT-USDK-SPOT,2020-04-20 17:01:57,1587390540
2020-04-20 13:49:00,0.0000262,0.0000262,0.0000262,0.0000262,0,OKEX.ALGO-BTC-SPOT,2020-04-20 17:01:59,1587390540
2020-04-20 13:49:00,0.0241,0.0241,0.0241,0.0241,0,OKEX.VSYS-USDK-SPOT,2020-04-20 17:01:58,1587390540
2020-04-20 13:49:00,0.00043,0.00043,0.00043,0.00043,0,OKEX.PLG-USDT-SPOT,2020-04-20 17:01:57,1587390540
2020-04-20 13:49:00,0.00065,0.00065,0.00065,0.00065,0,OKEX.PLG-USDK-SPOT,2020-04-20 17:01:57,1587390540
2020-04-20 13:49:00,5.451,5.451,5.451,5.451,0,OKEX.ETC-USDC-SPOT,2020-04-20 17:02:02,1587390540
2020-04-20 13:49:00,0.1652,0.1652,0.1631,0.165,6554,OKEX.BAT-USDT-SPOT,2020-04-20 17:02:00,1587390540
2020-04-20 13:49:00,0.001024,0.001029,0.001023,0.001025,1070.2,OKEX.ALGO-ETH-SPOT,2020-04-20 17:02:00,1587390540
2020-04-20 13:49:00,0.0507,0.0507,0.0507,0.0507,0,OKEX.CRO-USDK-SPOT,2020-04-20 17:01:57,1587390540
2020-04-20 13:49:00,0.1055,0.1055,0.1055,0.1055,0,OKEX.FSN-USDT-SPOT,2020-04-20 17:01:57,1587390540
2020-04-20 13:50:00,0.1715,0.1715,0.1715,0.1715,0,OKEX.OXT-USDT-SPOT,2020-04-20 17:02:02,1587390600
2020-04-20 13:50:00,0.00000339,0.00000339,0.00000339,0.00000339,0,OKEX.VSYS-BTC-SPOT,2020-04-20 17:01:59,1587390600
2020-04-20 13:50:00,5.451,5.451,5.451,5.451,0,OKEX.ETC-USDC-SPOT,2020-04-20 17:02:02,1587390600
2020-04-20 13:50:00,0.0000262,0.0000262,0.0000262,0.0000262,0,OKEX.ALGO-BTC-SPOT,2020-04-20 17:01:59,1587390600
2020-04-20 13:50:00,0.008873,0.008873,0.008873,0.008873,0,OKEX.ORBS-USDT-SPOT,2020-04-20 17:02:00,1587390600
2020-04-20 13:50:00,0.001028,0.001028,0.001024,0.001026,911,OKEX.ALGO-ETH-SPOT,2020-04-20 17:02:00,1587390600
2020-04-20 13:50:00,0.0032,0.0032,0.0032,0.0032,0,OKEX.FTM-USDK-SPOT,2020-04-20 17:02:00,1587390600
2020-04-20 13:50:00,0.00002333,0.00002337,0.00002332,0.00002332,2687,OKEX.BAT-BTC-SPOT,2020-04-20 17:02:03,1587390600
2020-04-20 13:51:00,0.001993,0.001993,0.001993,0.001993,0,OKEX.DOGE-USDT-SPOT,2020-04-20 17:01:59,1587390660
2020-04-20 13:51:00,0.0000262,0.0000262,0.0000262,0.0000262,0,OKEX.ALGO-BTC-SPOT,2020-04-20 17:01:59,1587390660
2020-04-20 13:51:00,1.1195,1.1195,1.1195,1.1195,0,OKEX.LEO-USDK-SPOT,2020-04-20 17:01:57,1587390660
2020-04-20 13:51:00,0.1055,0.1055,0.1055,0.1055,0,OKEX.FSN-USDT-SPOT,2020-04-20 17:01:57,1587390660
2020-04-20 13:52:00,0.0241,0.0241,0.0241,0.0241,0,OKEX.VSYS-USDK-SPOT,2020-04-20 17:01:58,1587390720
2020-04-20 13:52:00,0.0001182,0.0001185,0.0001181,0.0001181,2880845.1,OKEX.PMA-USDK-SPOT,2020-04-20 17:02:00,1587390720
2020-04-20 13:52:00,0.00000339,0.00000339,0.00000339,0.00000339,260.3322,OKEX.VSYS-BTC-SPOT,2020-04-20 17:01:59,1587390720
2020-04-20 13:52:00,0.001027,0.001027,0.001022,0.001023,1024.6,OKEX.ALGO-ETH-SPOT,2020-04-20 17:02:00,1587390720
2020-04-20 13:52:00,0.00992,0.00992,0.00992,0.00992,0,OKEX.WXT-USDT-SPOT,2020-04-20 17:01:57,1587390720
2020-04-20 13:52:00,0.1715,0.1715,0.1715,0.1715,0,OKEX.OXT-USDT-SPOT,2020-04-20 17:02:02,1587390720
2020-04-20 13:52:00,0.008873,0.008873,0.008873,0.008873,0,OKEX.ORBS-USDT-SPOT,2020-04-20 17:02:00,1587390720
2020-04-20 13:53:00,0.1055,0.1055,0.1055,0.1055,0,OKEX.FSN-USDT-SPOT,2020-04-20 17:01:57,1587390780
2020-04-20 13:53:00,0.1059,0.1059,0.1059,0.1059,0,OKEX.FSN-USDK-SPOT,2020-04-20 17:01:57,1587390780
2020-04-20 13:53:00,0.00992,0.00992,0.00992,0.00992,0,OKEX.WXT-USDT-SPOT,2020-04-20 17:01:57,1587390780
2020-04-20 13:53:00,189.72,189.72,189.72,189.72,0,OKEX.BSV-USDC-SPOT,2020-04-20 17:02:01,1587390780
2020-04-20 13:53:00,4.606,4.606,4.606,4.606,0,OKEX.OKB-USDC-SPOT,2020-04-20 17:02:02,1587390780
2020-04-20 13:53:00,0.00065,0.00065,0.00065,0.00065,0,OKEX.PLG-USDK-SPOT,2020-04-20 17:01:57,1587390780
2020-04-20 13:53:00,0.0032,0.0032,0.0032,0.0032,0,OKEX.FTM-USDK-SPOT,2020-04-20 17:02:00,1587390780
2020-04-20 13:54:00,0.008873,0.008873,0.008873,0.008873,0,OKEX.ORBS-USDT-SPOT,2020-04-20 17:02:00,1587390840
2020-04-20 13:54:00,0.00992,0.00992,0.00992,0.00992,0,OKEX.WXT-USDT-SPOT,2020-04-20 17:01:57,1587390840
2020-04-20 13:54:00,0.001993,0.001993,0.001993,0.001993,0,OKEX.DOGE-USDT-SPOT,2020-04-20 17:01:59,1587390840
2020-04-20 13:54:00,228.87,228.87,228.87,228.87,0,OKEX.BCH-USDC-SPOT,2020-04-20 17:02:01,1587390840
2020-04-20 13:54:00,4.606,4.606,4.606,4.606,0,OKEX.OKB-USDC-SPOT,2020-04-20 17:02:02,1587390840
2020-04-20 13:54:00,0.1648,0.1649,0.1644,0.1649,2150,OKEX.BAT-USDT-SPOT,2020-04-20 17:02:00,1587390840
2020-04-20 13:54:00,5.451,5.451,5.451,5.451,0,OKEX.ETC-USDC-SPOT,2020-04-20 17:02:02,1587390840
2020-04-20 13:54:00,0.0241,0.0241,0.0241,0.0241,0,OKEX.VSYS-USDK-SPOT,2020-04-20 17:01:58,1587390840
2020-04-20 13:54:00,0.0507,0.0507,0.0507,0.0507,0,OKEX.CRO-USDK-SPOT,2020-04-20 17:01:57,1587390840
2020-04-20 13:54:00,0.0031,0.0031,0.0031,0.0031,0,OKEX.FTM-USDT-SPOT,2020-04-20 17:01:59,1587390840
2020-04-20 13:55:00,0.00043,0.00043,0.00043,0.00043,0,OKEX.PLG-USDT-SPOT,2020-04-20 17:01:57,1587390900
2020-04-20 13:55:00,0.0000261,0.0000261,0.0000261,0.0000261,47,OKEX.ALGO-BTC-SPOT,2020-04-20 17:01:59,1587390900
2020-04-20 13:55:00,0.00992,0.00992,0.00992,0.00992,0,OKEX.WXT-USDT-SPOT,2020-04-20 17:01:57,1587390900
2020-04-20 13:55:00,0.0241,0.0241,0.0241,0.0241,0,OKEX.VSYS-USDK-SPOT,2020-04-20 17:01:58,1587390900
2020-04-20 13:55:00,0.195,0.195,0.195,0.195,0,OKEX.ALGO-USDK-SPOT,2020-04-20 17:01:58,1587390900
2020-04-20 13:55:00,0.1059,0.1059,0.1059,0.1059,0,OKEX.FSN-USDK-SPOT,2020-04-20 17:01:57,1587390900
2020-04-20 13:55:00,0.001993,0.001993,0.001993,0.001993,0,OKEX.DOGE-USDT-SPOT,2020-04-20 17:01:59,1587390900
2020-04-20 13:55:00,0.00034,0.00034,0.00034,0.00034,0,OKEX.XPO-USDT-SPOT,2020-04-20 17:01:58,1587390900
2020-04-20 13:55:00,0.00994,0.00994,0.00994,0.00994,0,OKEX.WXT-USDK-SPOT,2020-04-20 17:01:57,1587390900
2020-04-20 13:55:00,175.85,175.85,175.85,175.85,0,OKEX.ETH-USDC-SPOT,2020-04-20 17:02:01,1587390900
2020-04-20 13:55:00,0.00065,0.00065,0.00065,0.00065,0,OKEX.PLG-USDK-SPOT,2020-04-20 17:01:57,1587390900
2020-04-20 13:55:00,0.008873,0.008873,0.008873,0.008873,0,OKEX.ORBS-USDT-SPOT,2020-04-20 17:02:00,1587390900
2020-04-20 13:55:00,0.1647,0.1649,0.1646,0.1649,3003,OKEX.BAT-USDT-SPOT,2020-04-20 17:02:00,1587390900
2020-04-20 13:55:00,0.03451,0.03451,0.03442,0.03442,2996.828,OKEX.ROAD-USDK-SPOT,2020-04-20 17:02:03,1587390900
2020-04-20 13:55:00,0.0001185,0.0001185,0.0001185,0.0001185,0,OKEX.PMA-USDK-SPOT,2020-04-20 17:02:00,1587390900
2020-04-20 13:56:00,228.87,228.87,228.87,228.87,0,OKEX.BCH-USDC-SPOT,2020-04-20 17:02:01,1587390960
2020-04-20 13:56:00,0.03438,0.03438,0.03431,0.03431,1729.5,OKEX.ROAD-USDK-SPOT,2020-04-20 17:02:03,1587390960
2020-04-20 13:56:00,5.451,5.451,5.451,5.451,0,OKEX.ETC-USDC-SPOT,2020-04-20 17:02:02,1587390960
2020-04-20 13:56:00,0.00065,0.00065,0.00065,0.00065,0,OKEX.PLG-USDK-SPOT,2020-04-20 17:01:57,1587390960
2020-04-20 13:56:00,175.85,175.85,175.85,175.85,0,OKEX.ETH-USDC-SPOT,2020-04-20 17:02:01,1587390960
2020-04-20 13:56:00,0.1055,0.1055,0.1055,0.1055,0,OKEX.FSN-USDT-SPOT,2020-04-20 17:01:57,1587390960
2020-04-20 13:56:00,0.0032,0.0032,0.0032,0.0032,0,OKEX.FTM-USDK-SPOT,2020-04-20 17:02:00,1587390960
2020-04-20 13:56:00,4.606,4.606,4.606,4.606,0,OKEX.OKB-USDC-SPOT,2020-04-20 17:02:02,1587390960
2020-04-20 13:56:00,0.00994,0.00994,0.00994,0.00994,0,OKEX.WXT-USDK-SPOT,2020-04-20 17:01:57,1587390960
2020-04-20 13:56:00,0.008873,0.008873,0.008873,0.008873,0,OKEX.ORBS-USDT-SPOT,2020-04-20 17:02:00,1587390960
2020-04-20 13:56:00,0.1715,0.1715,0.1715,0.1715,0,OKEX.OXT-USDT-SPOT,2020-04-20 17:02:02,1587390960
2020-04-20 13:56:00,0.00002336,0.00002337,0.00002336,0.00002336,1825,OKEX.BAT-BTC-SPOT,2020-04-20 17:02:03,1587390960
2020-04-20 13:56:00,0.00043,0.00043,0.00043,0.00043,0,OKEX.PLG-USDT-SPOT,2020-04-20 17:01:57,1587390960
2020-04-20 13:56:00,0.1059,0.1059,0.1059,0.1059,0,OKEX.FSN-USDK-SPOT,2020-04-20 17:01:57,1587390960
2020-04-20 13:56:00,1.1195,1.1195,1.1195,1.1195,0,OKEX.LEO-USDK-SPOT,2020-04-20 17:01:57,1587390960
2020-04-20 13:57:00,0.00992,0.00992,0.00992,0.00992,0,OKEX.WXT-USDT-SPOT,2020-04-20 17:01:57,1587391020
2020-04-20 13:57:00,0.1715,0.1715,0.1715,0.1715,0,OKEX.OXT-USDT-SPOT,2020-04-20 17:02:02,1587391020
2020-04-20 13:57:00,0.0507,0.0507,0.0507,0.0507,0,OKEX.CRO-USDK-SPOT,2020-04-20 17:01:57,1587391020
2020-04-20 13:57:00,0.008873,0.008873,0.008873,0.008873,0,OKEX.ORBS-USDT-SPOT,2020-04-20 17:02:00,1587391020
2020-04-20 13:57:00,0.00002336,0.00002338,0.00002336,0.00002337,1582.1794,OKEX.BAT-BTC-SPOT,2020-04-20 17:02:03,1587391020
2020-04-20 13:57:00,228.87,228.87,228.87,228.87,0,OKEX.BCH-USDC-SPOT,2020-04-20 17:02:01,1587391020
2020-04-20 13:57:00,0.00043,0.00043,0.00043,0.00043,0,OKEX.PLG-USDT-SPOT,2020-04-20 17:01:57,1587391020
2020-04-20 13:57:00,0.00478,0.00478,0.00478,0.00478,568346.1,OKEX.EC-USDT-SPOT,2020-04-20 17:01:59,1587391020
2020-04-20 13:57:00,0.195,0.195,0.195,0.195,0,OKEX.ALGO-USDK-SPOT,2020-04-20 17:01:58,1587391020
2020-04-20 13:57:00,0.0032,0.0032,0.0032,0.0032,0,OKEX.FTM-USDK-SPOT,2020-04-20 17:02:00,1587391020
2020-04-20 13:57:00,0.0001185,0.0001185,0.0001185,0.0001185,0,OKEX.PMA-USDK-SPOT,2020-04-20 17:02:00,1587391020
2020-04-20 13:58:00,0.1646,0.1647,0.1644,0.1644,2121,OKEX.BAT-USDT-SPOT,2020-04-20 17:02:00,1587391080
2020-04-20 13:58:00,0.00002343,0.00002345,0.00002337,0.0000234,3786,OKEX.BAT-BTC-SPOT,2020-04-20 17:02:03,1587391080
2020-04-20 13:58:00,4.606,4.606,4.606,4.606,0,OKEX.OKB-USDC-SPOT,2020-04-20 17:02:02,1587391080
2020-04-20 13:58:00,0.00043,0.00043,0.00043,0.00043,0,OKEX.PLG-USDT-SPOT,2020-04-20 17:01:57,1587391080
2020-04-20 13:58:00,0.195,0.195,0.195,0.195,0,OKEX.ALGO-USDK-SPOT,2020-04-20 17:01:58,1587391080
2020-04-20 13:58:00,0.00992,0.00992,0.00992,0.00992,0,OKEX.WXT-USDT-SPOT,2020-04-20 17:01:57,1587391080
2020-04-20 13:58:00,0.00065,0.00065,0.00065,0.00065,0,OKEX.PLG-USDK-SPOT,2020-04-20 17:01:57,1587391080
2020-04-20 13:58:00,0.1055,0.1055,0.1055,0.1055,0,OKEX.FSN-USDT-SPOT,2020-04-20 17:01:57,1587391080
2020-04-20 13:58:00,189.72,189.72,189.72,189.72,0,OKEX.BSV-USDC-SPOT,2020-04-20 17:02:01,1587391080
2020-04-20 13:58:00,0.0241,0.0241,0.0241,0.0241,0,OKEX.VSYS-USDK-SPOT,2020-04-20 17:01:58,1587391080
2020-04-20 13:59:00,0.001025,0.00103,0.001023,0.001029,1242.4,OKEX.ALGO-ETH-SPOT,2020-04-20 17:02:00,1587391140
2020-04-20 13:59:00,0.03433,0.03434,0.03433,0.03434,1964.976,OKEX.ROAD-USDK-SPOT,2020-04-20 17:02:03,1587391140
2020-04-20 13:59:00,0.00992,0.00992,0.00992,0.00992,0,OKEX.WXT-USDT-SPOT,2020-04-20 17:01:57,1587391140
2020-04-20 13:59:00,0.0001185,0.0001185,0.0001185,0.0001185,0,OKEX.PMA-USDK-SPOT,2020-04-20 17:02:00,1587391140
2020-04-20 13:59:00,175.85,175.85,175.85,175.85,0,OKEX.ETH-USDC-SPOT,2020-04-20 17:02:01,1587391140
2020-04-20 13:59:00,5.451,5.451,5.451,5.451,0,OKEX.ETC-USDC-SPOT,2020-04-20 17:02:02,1587391140
2020-04-20 13:59:00,0.00002337,0.00002345,0.00002336,0.00002339,5089,OKEX.BAT-BTC-SPOT,2020-04-20 17:02:03,1587391140
2020-04-20 13:59:00,0.1059,0.1059,0.1059,0.1059,0,OKEX.FSN-USDK-SPOT,2020-04-20 17:01:57,1587391140
2020-04-20 13:59:00,0.00065,0.00065,0.00065,0.00065,0,OKEX.PLG-USDK-SPOT,2020-04-20 17:01:57,1587391140
2020-04-20 13:59:00,0.00034,0.00034,0.00034,0.00034,0,OKEX.XPO-USDT-SPOT,2020-04-20 17:01:58,1587391140
2020-04-20 13:59:00,0.0032,0.0032,0.0032,0.0032,0,OKEX.FTM-USDK-SPOT,2020-04-20 17:02:00,1587391140
2020-04-20 14:00:00,0.00478,0.00479,0.00478,0.00478,152204.93,OKEX.EC-USDT-SPOT,2020-04-20 17:01:59,1587391200
2020-04-20 14:00:00,0.0001185,0.0001185,0.0001185,0.0001185,0,OKEX.PMA-USDK-SPOT,2020-04-20 17:02:00,1587391200
2020-04-20 14:00:00,1.1195,1.1195,1.1195,1.1195,0,OKEX.LEO-USDK-SPOT,2020-04-20 17:01:57,1587391200
2020-04-20 14:00:00,0.008873,0.008873,0.008873,0.008873,0,OKEX.ORBS-USDT-SPOT,2020-04-20 17:02:00,1587391200
2020-04-20 14:00:00,228.87,228.87,228.87,228.87,0,OKEX.BCH-USDC-SPOT,2020-04-20 17:02:01,1587391200
2020-04-20 14:00:00,0.001901,0.001901,0.001901,0.001901,0,OKEX.DOGE-USDK-SPOT,2020-04-20 17:01:58,1587391200
2020-04-20 14:00:00,0.1055,0.1055,0.1055,0.1055,0,OKEX.FSN-USDT-SPOT,2020-04-20 17:01:57,1587391200
2020-04-20 14:00:00,0.1709,0.1709,0.1709,0.1709,0,OKEX.OXT-USDT-SPOT,2020-04-20 17:02:02,1587391200
2020-04-20 14:00:00,0.00002337,0.00002344,0.00002336,0.00002341,4169,OKEX.BAT-BTC-SPOT,2020-04-20 17:02:03,1587391200
